Date,Spot_Price,Total OI,Market Cap,OI to Market Cap %,pct change,Futures Price,Funding Rate (Calculated),Funding Rate %
2023-04-07,28057.496,11119451841.0,539859376937.5,2.0596941196202114,-0.4594458438287208,28045.0,-12.495999999999185,0.00019533333333333346
2023-04-08,27917.0,11258056198.0,539763918525.0,2.0857370809009654,-0.5007431882018243,,,0.0013086666666666665
2023-04-09,27975.3506,11294875767.0,548575854112.5,2.058945118040811,0.20901457893041098,28645.0,669.6493999999984,-0.0002689999999999999
2023-04-10,28344.0,11495456330.0,563584425668.75,2.039704400340637,1.3177650756591275,29420.0,1076.0,0.008722333333333334
2023-04-11,29657.4546,12657233918.0,582492697562.5,2.1729429349012417,4.633977561388658,30325.0,667.5453999999991,0.01
2023-04-12,30229.0,12836532956.0,579371518750.0,2.215596131424436,1.9271559468222232,29925.0,-304.0,0.006508
2023-04-13,29895.0218,13074465049.0,585973112562.5,2.2312397563472635,-1.1048271527341336,30530.0,634.9782000000014,0.007030666666666667
2023-04-14,30401.0,13275103654.0,586714481925.0,2.2626173484664323,1.6925165781280782,30470.0,69.0,0.004435666666666667
2023-04-15,30497.96,12722110509.0,586048117706.25,2.1708303677850584,0.3189368770764034,,,0.004493333333333333
2023-04-16,30307.0,12701915099.0,586361813887.5,2.1662248117400433,-0.6261402401996685,30605.0,298.0,0.009048
2023-04-17,30309.4617,12560141603.0,570044019231.25,2.203363456025441,0.008122545946487314,29550.0,-759.4616999999998,0.009125333333333334
2023-04-18,29444.0,12266859699.0,587838966325.0,2.086772126674228,-2.855417587307396,30325.0,881.0,0.0036483333333333333
2023-04-19,30367.901,12518061013.0,565532061718.75,2.2135015608054904,3.137824344518414,29265.0,-1102.9010000000017,0.005383333333333334
2023-04-20,28825.0,11799386403.0,546495185000.0,2.1591016219109047,-5.080696884516323,28095.0,-730.0,0.0060483333333333335
2023-04-21,28244.521,11779224849.0,540847112200.0,2.177921372471738,-2.0138039895923665,27310.0,-934.5210000000006,0.008765666666666666
2023-04-22,27282.0,11260121027.0,537994152600.0,2.092982046846135,-3.407814917448948,,,0.0063159999999999996
2023-04-23,27807.6,11503656108.0,532597818950.0,2.159914235225202,1.9265449747085883,27765.0,-42.599999999998545,0.0025043333333333332
2023-04-24,27583.31,11262930136.0,532155992900.0,2.1164715395991927,-0.806578057797136,27400.0,-183.3100000000013,0.0036676666666666667
2023-04-25,27507.5,11219219642.0,547473412425.0,2.049272053651912,-0.2748401116472343,27605.0,97.5,0.006737666666666667
2023-04-26,28305.525,11589996860.0,547841814000.0,2.1155736133715415,2.9011178769426493,27900.0,-405.52500000000146,0.005344000000000001
2023-04-27,28414.1,10801602789.0,576437126737.5,1.8738561914175373,0.38358235715465483,29690.0,1275.9000000000015,0.0038506666666666667
2023-04-28,29474.65,11419528914.0,569170100118.75,2.0063472961101545,3.732477889498531,29177.5,-297.15000000000146,0.008158666666666666
